,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
AM02_AO.bmp,0.3431621,0.25663993,0.47768396,0.5647764,0.27228752,1.0,0.22265884,0.25057763,0.0,0.645136,0.30445027,0.35837418,0.25668398,1.0,0.2679382,0.016245553,0.99961543,0.83175105,0.011645835,0.07565697
AM02_CC.bmp,0.49815834,0.13166131,0.60240006,0.43075085,0.17468548,1.0,0.16623516,0.047494046,1.0,0.13765931,0.29685366,0.168502,0.60201055,0.0,0.31701353,0.34402037,0.67404157,0.3549167,0.040354244,0.038015626
AM02_CO.bmp,0.5037187,0.2715222,0.47476292,0.4717444,0.27487162,0.0,0.18227674,0.25011876,1.0,0.60549325,0.5443695,0.3122639,0.38561848,1.0,0.2692638,0.03846765,0.9889992,0.68291724,0.02482131,0.049664184
AM02_DC.bmp,0.23233166,0.12636031,0.29869434,0.34810513,0.39443445,1.0,0.20160739,0.9088466,1.0,0.6080302,0.5893782,0.40375832,0.5259521,0.0,0.51792157,0.21632224,0.9412705,0.3971084,0.24408619,0.04406864
AM02_DO.bmp,0.3920655,0.34587407,0.61729544,0.39402786,0.4859672,1.0,0.6881921,0.8704426,1.0,0.41638532,0.3997653,0.51590675,0.25311488,1.0,0.24578816,0.006870064,0.9998691,0.7641837,0.024642423,0.08936942
AM02_FC.bmp,0.9245331,0.8904533,0.17104971,0.57829887,0.15030019,0.0,0.14181983,0.01596262,0.0,0.10238945,0.406484,0.28833807,0.5597412,0.0,0.3087179,0.38514405,0.7374731,0.15332702,0.23763049,0.04236036
AM02_FO.bmp,0.90309125,0.7826164,0.22129084,0.7650617,0.26979107,0.0,0.1498422,0.079896756,1.0,0.26267818,0.15571247,0.14082317,0.36140364,1.0,0.4462036,0.011627639,0.99979645,0.8041415,0.07593551,0.05108543
AM02_HC.bmp,0.36074743,0.1634858,0.37303737,0.4180097,0.89223576,0.0,0.20308349,0.85299313,1.0,0.9668405,0.72083,0.49034286,0.42971885,1.0,0.22076772,0.1865583,0.99626887,0.48126137,0.1312759,0.027582724
AM02_HE.bmp,0.77847487,0.74616826,0.047631416,0.38531724,0.9047945,1.0,0.18678747,0.94990844,1.0,0.98839533,0.76529074,0.10584005,0.18330958,1.0,0.1179056,0.0060371296,0.99998486,0.7701834,0.046674628,0.022190802
AM02_HO.bmp,0.22056548,0.2014171,0.10046844,0.25348508,0.9554825,1.0,0.57681566,0.8293304,1.0,0.9884892,0.8289335,0.061956137,0.2035389,1.0,0.111295775,0.0147703355,0.99994147,0.7025088,0.0053949226,0.18265979
AM02_NC.bmp,0.3666685,0.278585,0.11439838,0.6973747,0.14286637,0.0,0.18286423,0.032591555,0.0,0.29706585,0.44126147,0.29543838,0.47091052,0.0,0.38416246,0.2958456,0.5755272,0.28925115,0.1703334,0.031309336
AM02_NO.bmp,0.49822083,0.22124876,0.42790776,0.40257552,0.21281298,0.0,0.15734808,0.2756346,1.0,0.2200431,0.48909184,0.49107775,0.33566597,1.0,0.2376415,0.028803902,0.98921984,0.67802715,0.07303478,0.069750406
AM02_SC.bmp,0.43645585,0.24913853,0.47155717,0.44792965,0.09218096,0.0,0.14635615,0.03933607,1.0,0.01603801,0.3902101,0.6017585,0.56314313,0.0,0.5747558,0.6463366,0.29234874,0.11802613,0.744042,0.04520131
AM02_SO.bmp,0.2840954,0.12711856,0.7460772,0.2350994,0.9291893,1.0,0.7003981,0.7730873,1.0,0.9546837,0.7660697,0.16984442,0.17501298,1.0,0.09846353,0.008610646,0.99999595,0.660333,0.068958774,0.8790808
AM02_SUR.bmp,0.6638497,0.5612054,0.49162158,0.40734717,0.5519832,0.0,0.47114566,0.9885238,1.0,0.69569844,0.44753143,0.32082593,0.2969703,1.0,0.22770914,0.008090937,0.99993086,0.76953685,0.06275264,0.05354633
AM03_AC.bmp,0.25282997,0.09122325,0.39292833,0.53027606,0.09314932,0.0,0.0998458,0.004973326,0.0,0.030603657,0.3186868,0.2612505,0.5485328,0.0,0.35929462,0.5059466,0.03524323,0.07450366,0.19947469,0.025594614
AM03_AO.bmp,0.32030293,0.08216282,0.81714106,0.33671686,0.668396,1.0,0.57964486,0.6769115,1.0,0.37028053,0.4476644,0.38604712,0.21344942,1.0,0.26950794,0.008092505,0.9999714,0.45275024,0.056529135,0.12062694
AM03_CC.bmp,0.3199472,0.10559616,0.29514343,0.3107227,0.08816662,0.0,0.08447715,0.0027413422,1.0,0.03652129,0.13473119,0.3403277,0.46671867,0.0,0.29958794,0.24452779,0.106147975,0.056148227,0.05376796,0.044572245
AM03_CO.bmp,0.34864524,0.085767835,0.41855377,0.33462515,0.104794465,1.0,0.10385102,0.023388082,1.0,0.0527863,0.10907859,0.25728697,0.53420925,0.0,0.38643807,0.35570723,0.41524783,0.17612082,0.16566806,0.06624791
AM03_DC.bmp,0.42863938,0.14420438,0.3256705,0.36089733,0.10282225,0.0,0.11247878,0.014515232,1.0,0.03769537,0.09863814,0.2042091,0.6212063,0.0,0.444348,0.2864802,0.04239352,0.12382689,0.11093651,0.026951442
AM03_DO.bmp,0.49496505,0.32462636,0.32318178,0.3668527,0.16008401,1.0,0.13073806,0.0030453657,1.0,0.082038574,0.077904545,0.34832957,0.43960676,1.0,0.21722509,0.14166144,0.9878198,0.61192536,0.106534384,0.059845246
AM03_FC.bmp,0.92863923,0.77292335,0.14040008,0.6300439,0.06340214,0.0,0.11436872,0.01032536,1.0,0.039703377,0.13571474,0.794989,0.6431921,0.0,0.5272037,0.4615198,0.04086482,0.21738683,0.20630987,0.063116565
AM03_FO.bmp,0.92074585,0.7790241,0.15822871,0.7282109,0.4845078,0.0,0.17933656,0.8976603,1.0,0.70510846,0.3312382,0.6776426,0.3415719,1.0,0.19062784,0.028770315,0.984127,0.7749741,0.040549695,0.086403735
AM03_HC.bmp,0.4080918,0.5052045,0.036002662,0.26829216,0.8840519,1.0,0.42085356,0.78357637,0.0,0.95170265,0.8016093,0.17036052,0.55740315,0.0,0.14773037,0.51242036,0.20800643,0.1355157,0.08662539,0.3415868
AM03_HE.bmp,0.32702884,0.4446344,0.09436254,0.2334562,0.9546181,1.0,0.5367014,0.85066426,1.0,0.98771137,0.872979,0.06636634,0.13942574,1.0,0.09496257,0.005936132,0.99999547,0.5948337,0.04793343,0.45269027
AM03_HO.bmp,0.2947475,0.3942725,0.080302,0.237416,0.95419556,1.0,0.5470405,0.6680709,1.0,0.98609924,0.81437206,0.05462313,0.24777158,1.0,0.10736943,0.027482802,0.99981445,0.46769774,0.10104302,0.44016775
AM03_NC.bmp,0.37866774,0.105909966,0.32388088,0.37470135,0.12364709,0.0,0.08170537,0.013906453,1.0,0.06494973,0.2093943,0.4336813,0.4285705,0.0,0.38793245,0.3170548,0.044908963,0.054724447,0.1299078,0.06711257
AM03_NO.bmp,0.3506803,0.07144204,0.3634305,0.41425782,0.112605564,0.0,0.11133133,0.018721657,0.0,0.05693871,0.060346615,0.4858698,0.5475137,0.0,0.30208957,0.46240002,0.33803502,0.15829274,0.09449163,0.0858261
AM03_SC.bmp,0.8604901,0.6022642,0.20096579,0.6289476,0.07340073,0.0,0.091183566,0.00070260616,1.0,0.026579779,0.088772856,0.4138529,0.53975284,0.0,0.29618987,0.3494483,0.016237758,0.04543425,0.21107185,0.03198175
AM03_SO.bmp,0.6148893,0.3527452,0.36669883,0.3371841,0.7575764,1.0,0.23130903,0.44647765,1.0,0.8783597,0.533031,0.7960774,0.6268899,1.0,0.16978352,0.08291752,0.99468637,0.43388474,0.061406944,0.043300427
AM03_SUR.bmp,0.7847514,0.54576516,0.22862391,0.57955396,0.19035278,0.0,0.13066798,0.21808372,0.0,0.28854913,0.0806545,0.14484699,0.41105667,1.0,0.17313458,0.02523653,0.99963164,0.9555143,0.07171306,0.09040529
AM04_AC.bmp,0.20443822,0.17807905,0.7412891,0.22019362,0.14851663,1.0,0.3094793,0.008757115,1.0,0.057468165,0.23992442,0.4276821,0.6413548,0.0,0.5464964,0.653514,0.013082354,0.19524676,0.38165134,0.8271035
AM04_AO.bmp,0.1896978,0.19814306,0.7315999,0.3359191,0.2967486,1.0,0.15602405,0.06825783,0.0,0.19495723,0.27421132,0.34987265,0.30550513,1.0,0.22363028,0.02497409,0.9989994,0.4136595,0.08348781,0.037841693
AM04_CC.bmp,0.6770717,0.39563853,0.15339504,0.34586915,0.10668748,0.0,0.11018909,0.0008215318,1.0,0.031377573,0.25838065,0.39128697,0.5076973,0.0,0.24487719,0.16735111,0.036958076,0.086549416,0.031872734,0.040312324
AM04_CO.bmp,0.6134049,0.275967,0.19349328,0.31134474,0.115942515,0.0,0.11351614,4.5662073e-05,0.0,0.052925814,0.16738245,0.30088526,0.3471883,0.0,0.20566326,0.105958015,0.783161,0.30635446,0.022620147,0.085878044
AM04_DC.bmp,0.41921014,0.20302567,0.7862191,0.227592,0.23694772,1.0,0.5306303,0.006263052,0.0,0.08174343,0.22309622,0.8516713,0.7139032,0.0,0.5079722,0.5941447,0.000741159,0.25453818,0.5538808,0.819174
AM04_DO.bmp,0.27849865,0.22910956,0.8755927,0.24452141,0.32183838,1.0,0.49962524,0.010950272,1.0,0.06689291,0.18451184,0.36259392,0.3251891,1.0,0.36067513,0.007720127,0.99994266,0.91645795,0.071744986,0.8404603
AM04_FC.bmp,0.8806038,0.9002681,0.04357926,0.53119636,0.07524207,0.0,0.106793165,2.9537987e-05,0.0,0.022140449,0.14231835,0.3460122,0.4824384,0.0,0.29605305,0.21186258,0.23984374,0.25065032,0.13421105,0.04597813
AM04_FO.bmp,0.8177759,0.6600053,0.5629775,0.32764935,0.36587885,0.0,0.24563074,0.085070446,0.0,0.35979173,0.3837507,0.6592024,0.23652935,1.0,0.25182983,0.010549817,0.99964464,0.5469615,0.10550725,0.10673384
AM04_HC.bmp,0.7680573,0.5519003,0.057383936,0.32083285,0.9018054,0.0,0.21013354,0.9473531,1.0,0.97694415,0.7706607,0.45415008,0.43536648,1.0,0.4179616,0.2401541,0.98661786,0.47974193,0.10746018,0.0244038
AM04_HE.bmp,0.7532283,0.6587485,0.08563463,0.23941374,0.81760216,1.0,0.45307523,0.98472714,1.0,0.9185903,0.59080696,0.25369048,0.30378222,1.0,0.28259325,0.0075153774,0.9970818,0.7925871,0.01865127,0.1879996
AM04_HO.bmp,0.5573724,0.46158102,0.0666775,0.24639626,0.9203598,1.0,0.49645522,0.97397864,1.0,0.97815037,0.7576644,0.3375601,0.35656166,1.0,0.14164503,0.12957798,0.9994842,0.48880678,0.056702036,0.17362581
AM04_NC.bmp,0.5335288,0.25930887,0.22565375,0.34268615,0.070906416,0.0,0.081209965,0.0002550874,0.0,0.02723373,0.05831266,0.42780033,0.42220062,0.0,0.2704442,0.18571769,0.06309459,0.13955191,0.28527084,0.034218993
AM04_NO.bmp,0.5652331,0.17032036,0.22713889,0.317062,0.10075154,0.0,0.0809573,0.0003689848,1.0,0.060994063,0.089891694,0.17405018,0.47153518,0.0,0.24932416,0.12596682,0.6266228,0.14740516,0.10640245,0.03880463
AM04_SC.bmp,0.7242645,0.23896521,0.20318416,0.30107993,0.073738046,0.0,0.0725383,0.00025745772,0.0,0.01727504,0.114933714,0.24702574,0.55317605,0.0,0.2945053,0.28415573,0.045809727,0.041893434,0.5442752,0.039290857
AM04_SO.bmp,0.6779654,0.2342596,0.29227456,0.2397956,0.057275187,0.0,0.18147525,0.00020194202,0.0,0.023019107,0.12617312,0.252634,0.4236867,0.0,0.19062288,0.15285885,0.8981273,0.16584691,0.15556842,0.41507313
AM04_SUR.bmp,0.8959486,0.71363693,0.16409923,0.47019163,0.31310546,0.0,0.14310512,0.11872823,1.0,0.12485399,0.18471341,0.14263493,0.22871935,1.0,0.38769916,0.012354555,0.9997806,0.7522605,0.019525664,0.15914619
AM05_AC.bmp,0.25879517,0.15644178,0.22499193,0.352746,0.12170289,1.0,0.087275036,0.052820917,1.0,0.075877465,0.42242122,0.63248205,0.55695075,0.0,0.35748288,0.5125187,0.060501337,0.09965033,0.26324597,0.02831528
AM05_AO.bmp,0.25105995,0.16798422,0.6194231,0.24352454,0.876448,1.0,0.774699,0.92960894,0.0,0.96643114,0.7250456,0.18492784,0.15805542,1.0,0.18734103,0.015037437,0.99996734,0.6588606,0.025464563,0.107349716
AM05_CC.bmp,0.823688,0.44861084,0.20923592,0.65737927,0.3547744,0.0,0.124124326,0.011599062,1.0,0.32287264,0.6396207,0.7636548,0.6019482,0.0,0.68327755,0.49340445,0.0041089617,0.11793269,0.6909855,0.09487485
AM05_CO.bmp,0.8319294,0.45801225,0.07973818,0.51183945,0.22032776,0.0,0.116862014,0.09801814,1.0,0.35323337,0.26475975,0.66505444,0.44324264,0.0,0.4437014,0.091831185,0.95502985,0.5302932,0.30160367,0.114293516
AM05_DC.bmp,0.24081065,0.18318339,0.5718199,0.2815063,0.23195918,0.0,0.46992514,0.0046204827,0.0,0.053070992,0.19026099,0.7412627,0.6601399,0.0,0.6277906,0.3774373,0.12666452,0.18698329,0.5224681,0.46281046
AM05_DO.bmp,0.5153558,0.119497545,0.80319846,0.2620147,0.41901657,1.0,0.70309573,0.03675704,1.0,0.15105662,0.260743,0.56776434,0.30107006,1.0,0.50759745,0.011848285,0.9992149,0.8690973,0.07041752,0.8849152
AM05_FC.bmp,0.8876859,0.85609335,0.04771693,0.7370305,0.11813688,0.0,0.12535243,0.0024908278,1.0,0.027342044,0.26559383,0.38799945,0.5406997,0.0,0.25222367,0.17679778,0.018232577,0.053744983,0.17890024,0.042968795
AM05_FO.bmp,0.91674596,0.8066143,0.09720963,0.747769,0.14337236,0.0,0.12392224,0.21101777,1.0,0.23859242,0.26202577,0.806706,0.39132532,1.0,0.49693272,0.13315168,0.98031425,0.37704548,0.17979641,0.08127104
AM05_HC.bmp,0.7698302,0.5073498,0.29283476,0.42336893,0.78419095,1.0,0.20849575,0.29180714,0.0,0.92566746,0.6859661,0.7133699,0.7783158,0.0,0.6394148,0.8208571,0.0057202955,0.24347106,0.47498122,0.072102316
AM05_HE.bmp,0.8356907,0.8007999,0.029768493,0.4954655,0.91344815,1.0,0.20694394,0.9643486,1.0,0.98783225,0.7712668,0.57562226,0.19733495,1.0,0.39104342,0.0068890993,0.9998989,0.8768762,0.32830375,0.07857976
AM05_HO.bmp,0.55471,0.3991926,0.102984294,0.2641268,0.9290506,1.0,0.37243858,0.77120066,1.0,0.9819257,0.75241846,0.10359558,0.34987643,1.0,0.32031068,0.46424776,0.9748839,0.1321025,0.39988345,0.8845406
AM05_NC.bmp,0.66945076,0.3696191,0.0607804,0.56731576,0.20691217,0.0,0.11771031,0.0127048,0.0,0.08082427,0.14363354,0.56336385,0.61911315,0.0,0.486987,0.30991602,0.039719675,0.13278852,0.19097969,0.045941498
AM05_NO.bmp,0.7345666,0.506595,0.10373745,0.5377118,0.13904236,0.0,0.084265746,0.049076688,1.0,0.10473623,0.10489014,0.6568049,0.46264333,0.0,0.27886188,0.07536341,0.9382484,0.5768867,0.38400975,0.110987544
AM05_SC.bmp,0.72741675,0.43019858,0.15438193,0.54448515,0.13001554,0.0,0.11633708,0.010598038,1.0,0.038541563,0.09504215,0.7078742,0.76268375,0.0,0.22937398,0.3870456,0.0030220642,0.11098616,0.7311011,0.14019781
AM05_SO.bmp,0.86518323,0.6231099,0.22761221,0.48396245,0.17875756,0.0,0.14348374,0.04335562,1.0,0.069343865,0.09555517,0.47434387,0.3567481,0.0,0.4157675,0.11751021,0.6622852,0.5434407,0.095156774,0.19892795
AM05_SUR.bmp,0.8792823,0.84429944,0.07833536,0.75949055,0.16163942,0.0,0.12440221,0.0068154964,0.0,0.20370148,0.12684476,0.4475535,0.34324718,1.0,0.26026973,0.024440713,0.99515605,0.8388122,0.28777906,0.15886319
AM06_AC.bmp,0.60822153,0.40458605,0.5278132,0.22644004,0.218414,0.0,0.41084376,0.0064824563,0.0,0.08796297,0.17987715,0.45166695,0.44368693,0.0,0.3369365,0.25764036,0.066985786,0.1867863,0.16088748,0.7467296
AM06_AO.bmp,0.5795847,0.36127716,0.116016075,0.39425012,0.1593517,0.0,0.11216176,0.28205377,0.0,0.055277772,0.119086795,0.7517468,0.48382905,0.0,0.20517284,0.09333189,0.97631913,0.4272957,0.0325291,0.053529408
AM06_CC.bmp,0.8849226,0.6538914,0.07864214,0.33298427,0.084829696,0.0,0.10200781,0.022304595,1.0,0.05530349,0.14638056,0.25750268,0.47843602,0.0,0.26998332,0.2220041,0.17190829,0.08924224,0.017458983,0.04839927
AM06_CO.bmp,0.84637874,0.610518,0.16521801,0.36230242,0.08703289,0.0,0.07423225,0.00016840432,0.0,0.030322842,0.0737019,0.21925838,0.35685277,0.0,0.19362387,0.12404548,0.9664224,0.39707604,0.022530712,0.083408155
AM06_DC.bmp,0.798614,0.74528825,0.12328202,0.34721312,0.13408269,0.0,0.15637437,0.3755182,1.0,0.06211815,0.23820099,0.5740843,0.5212302,0.0,0.38297144,0.4685511,0.08029364,0.1069655,0.121604554,0.10694012
AM06_DO.bmp,0.5951439,0.5826326,0.3887167,0.27805904,0.32074776,0.0,0.29894748,0.8096507,0.0,0.12773342,0.26890522,0.39369625,0.19126277,1.0,0.30455098,0.010735385,0.999821,0.9047487,0.049050078,0.7902806
AM06_FC.bmp,0.88321126,0.8283378,0.15118228,0.53763986,0.056993645,0.0,0.08656214,0.0010583033,0.0,0.011435473,0.09235276,0.5725976,0.6242816,0.0,0.26471844,0.694143,0.028866723,0.08395562,0.09724219,0.07441517
AM06_FO.bmp,0.8660258,0.87034476,0.08672142,0.59671336,0.12471038,0.0,0.09416995,0.015608172,0.0,0.03520618,0.15002245,0.5739518,0.4883391,1.0,0.24921338,0.03565635,0.99949014,0.81111836,0.109931745,0.11609538
AM06_HC.bmp,0.7151755,0.7142928,0.036972392,0.30063587,0.69017345,1.0,0.222641,0.12111121,1.0,0.76431096,0.7725838,0.44735625,0.58401465,0.0,0.52904356,0.6909369,0.20416859,0.24641745,0.3015311,0.07410853
AM06_HE.bmp,0.7289875,0.63461876,0.040059287,0.22036459,0.8538061,0.0,0.43456292,0.71082044,1.0,0.96817577,0.6038227,0.33409774,0.25857112,1.0,0.33860236,0.017452588,0.9995291,0.38582638,0.008916114,0.26220372
AM06_HO.bmp,0.7284034,0.5593778,0.16019571,0.21811303,0.82816,0.0,0.40432864,0.05604438,1.0,0.9601027,0.7349603,0.5490914,0.27898484,1.0,0.30746403,0.01257787,0.99798286,0.36146975,0.014445449,0.20087774
AM06_NC.bmp,0.80830896,0.56474346,0.13363613,0.3595623,0.09069924,0.0,0.07327828,0.0007019138,1.0,0.08039606,0.09396141,0.41589347,0.4333394,0.0,0.20181029,0.1924717,0.7003481,0.124252744,0.042409804,0.047501273
AM06_NO.bmp,0.7986574,0.55638534,0.194328,0.42924914,0.08417417,0.0,0.0703301,0.0073466436,1.0,0.01998506,0.08573921,0.21621062,0.47649413,1.0,0.2350105,0.35386568,0.92601943,0.5241729,0.048689976,0.08365529
AM06_SC.bmp,0.7299954,0.5493646,0.13373704,0.42820764,0.05446141,0.0,0.100938104,0.0075416644,1.0,0.010589492,0.15401162,0.62373054,0.42745274,0.0,0.38825047,0.49193063,0.17984824,0.54515827,0.38755882,0.0882854
AM06_SO.bmp,0.7881091,0.5062859,0.28760737,0.37616408,0.07743974,0.0,0.11154865,0.0003021942,0.0,0.014071305,0.089329496,0.39150605,0.38161862,1.0,0.29212245,0.040562306,0.99587184,0.4913257,0.026387224,0.104857504
AM06_SUR.bmp,0.8562596,0.772329,0.14418069,0.3820869,0.13012326,0.0,0.07675848,0.057664793,0.0,0.05753761,0.2660405,0.37069172,0.42095092,1.0,0.40411058,0.08120593,0.98961824,0.6232472,0.053526644,0.11171074
AM07_AC.bmp,0.5370606,0.15417473,0.5877787,0.50531316,0.08777889,0.0,0.15910722,0.033176903,0.0,0.045209292,0.26769248,0.6766932,0.6166527,0.0,0.5376241,0.5787439,0.15048788,0.30510116,0.6208132,0.052174684
AM07_AO.bmp,0.5340597,0.27807295,0.54344827,0.43158767,0.24024479,0.0,0.15604472,0.13731152,1.0,0.10435525,0.1605298,0.5258354,0.41759706,1.0,0.357962,0.02330375,0.9878825,0.57137394,0.27137697,0.06318467
AM07_CC.bmp,0.4296107,0.43835872,0.31352404,0.35355616,0.10403572,0.0,0.0764165,0.0015318642,0.0,0.05070518,0.14911583,0.23254725,0.47501633,0.0,0.4089893,0.36673987,0.13782632,0.20638372,0.67949307,0.0609554
AM07_CO.bmp,0.46406418,0.3614684,0.19724715,0.3854181,0.1520975,0.0,0.11669846,0.0005806053,0.0,0.052850626,0.14893305,0.3441771,0.42988834,0.0,0.40113434,0.10948398,0.974624,0.2026215,0.65170854,0.057716936
AM07_DC.bmp,0.43939528,0.31295335,0.43619114,0.43742985,0.1420502,0.0,0.13030002,0.015679905,1.0,0.054132182,0.3347284,0.59715474,0.6437193,0.0,0.3136284,0.3769175,0.35554564,0.1040986,0.39247376,0.04860512
AM07_DO.bmp,0.5275137,0.3608238,0.52434087,0.45334712,0.38779423,0.0,0.12577502,0.073145434,1.0,0.24454142,0.3175802,0.52372116,0.41458568,1.0,0.17382585,0.021666717,0.9972703,0.52051914,0.30843186,0.0353265
AM07_FC.bmp,0.51094437,0.17626989,0.22122996,0.44011152,0.080301575,0.0,0.10340511,0.0019366634,0.0,0.015688209,0.13210678,0.7028142,0.5601829,0.0,0.36889145,0.4699455,0.14680909,0.18583064,0.4244806,0.08029042
AM07_FO.bmp,0.53975135,0.2133185,0.3432065,0.4633133,0.12599483,0.0,0.1826107,0.24826238,0.0,0.11095986,0.116333455,0.3935035,0.39874503,1.0,0.46138492,0.036015376,0.9818926,0.82847995,0.15018675,0.08375292
AM07_HC.bmp,0.66039085,0.6279456,0.13394937,0.32732856,0.6495598,0.0,0.22677982,0.089595705,1.0,0.8295932,0.50733894,0.49408445,0.67141116,1.0,0.7557641,0.6957145,0.031389922,0.12014766,0.6711018,0.07094143
AM07_HE.bmp,0.7307575,0.50630015,0.13083658,0.3396684,0.87864643,1.0,0.35157356,0.7345042,1.0,0.97228426,0.60612833,0.18884987,0.35762537,1.0,0.18445385,0.08253784,0.99543947,0.68561846,0.2510564,0.042039134
AM07_HO.bmp,0.7260968,0.561291,0.26634768,0.39464682,0.81218827,1.0,0.3937566,0.8793054,1.0,0.9256667,0.63279414,0.38465863,0.46060124,1.0,0.5186151,0.15437546,0.99475974,0.5561571,0.16310465,0.06634077
AM07_NC.bmp,0.5890063,0.33474115,0.26768902,0.37011653,0.056384984,0.0,0.14375572,0.005790084,0.0,0.012160824,0.15402557,0.19652888,0.53882325,0.0,0.26924416,0.35091683,0.18057196,0.13550396,0.6594193,0.056726363
AM07_NO.bmp,0.44777557,0.33306772,0.24254817,0.42594904,0.07551945,0.0,0.116431706,0.000620963,0.0,0.014754342,0.17492583,0.2737361,0.3203136,0.0,0.2512535,0.14855418,0.65084344,0.29062495,0.69016176,0.10394328
AM07_SC.bmp,0.55542016,0.4587405,0.38236836,0.38114965,0.07853065,0.0,0.12054593,0.00018836232,0.0,0.011362453,0.20808822,0.54898673,0.58695644,0.0,0.3367358,0.31110755,0.04408653,0.07402377,0.3570201,0.030670825
AM07_SO.bmp,0.43067905,0.40297884,0.24692994,0.37642348,0.07484452,0.0,0.10201331,0.008274235,0.0,0.026478881,0.12987716,0.6343548,0.41244733,1.0,0.33312634,0.22150193,0.97118056,0.19935758,0.5580065,0.065417
AM07_SUR.bmp,0.5275147,0.2722115,0.13565737,0.4769115,0.1442695,0.0,0.1437528,0.01120899,0.0,0.08390906,0.17237578,0.6136364,0.38313308,1.0,0.44411445,0.07027101,0.9727831,0.5240173,0.45484698,0.13566464
AM08_AC.bmp,0.7047068,0.15097094,0.8820647,0.260922,0.13930257,0.0,0.34866518,0.00047995648,1.0,0.052718423,0.08484851,0.7093855,0.6498579,0.0,0.28859463,0.44204813,0.09591823,0.11889547,0.33867204,0.31212333
AM08_AO.bmp,0.5986711,0.16372225,0.8595441,0.23046264,0.7311057,1.0,0.7174637,0.6165518,0.0,0.54187685,0.5160041,0.63750696,0.2379714,1.0,0.29661822,0.010247673,0.9993569,0.6312292,0.08143903,0.80223733
AM08_CC.bmp,0.6526041,0.27296624,0.14206254,0.35381892,0.1500522,0.0,0.22355002,0.00042936765,0.0,0.0690056,0.1443463,0.31239992,0.62883794,0.0,0.36599052,0.42914528,0.026175113,0.12574363,0.5778609,0.02846952
AM08_CO.bmp,0.7192195,0.3145333,0.21847673,0.3528824,0.17092384,0.0,0.10904825,0.0015477055,0.0,0.093251966,0.12815672,0.17085238,0.5080071,0.0,0.24653043,0.31344196,0.090477645,0.21906132,0.27925304,0.0343602
AM08_DC.bmp,0.76873744,0.22064953,0.8573208,0.2558667,0.13129207,0.0,0.34750977,0.03022657,0.0,0.0811276,0.09754132,0.7346525,0.62713283,0.0,0.25105277,0.5492007,0.015378245,0.13353878,0.10022045,0.49438804
AM08_DO.bmp,0.75576025,0.1770758,0.81138253,0.24037369,0.36489534,1.0,0.4987558,0.80838627,1.0,0.40364528,0.1915126,0.32067177,0.31288302,1.0,0.22870226,0.068523526,0.99627495,0.57473373,0.20545264,0.7808939
AM08_FC.bmp,0.8534165,0.73710144,0.16021177,0.47246006,0.11645195,0.0,0.118386544,0.027956603,1.0,0.08072094,0.07380782,0.6730829,0.5905083,0.0,0.11985888,0.33704048,0.005957857,0.23025177,0.32207337,0.09147865
AM08_FO.bmp,0.8545738,0.6837371,0.18709122,0.38497695,0.14164908,0.0,0.14674021,0.0121692475,1.0,0.14962277,0.31372184,0.53477424,0.43194503,1.0,0.16747178,0.046072513,0.99669755,0.6602322,0.09709925,0.26739055
AM08_HC.bmp,0.62502986,0.38996235,0.17252746,0.3514446,0.16094445,0.0,0.11263112,0.0006404189,1.0,0.11463284,0.14726438,0.5485804,0.5909986,0.0,0.25907752,0.4758408,0.12047665,0.110104464,0.08606562,0.04688742
AM08_HE.bmp,0.47371063,0.13547297,0.47372517,0.23875861,0.7600439,1.0,0.5378592,0.5007959,1.0,0.8247233,0.48395818,0.25078294,0.1630346,1.0,0.2596686,0.0053150225,0.99977773,0.8524075,0.031684067,0.3962213
AM08_HO.bmp,0.62493706,0.4277912,0.12723424,0.32388633,0.8915064,1.0,0.35936376,0.17591928,1.0,0.962566,0.6335143,0.18644807,0.25658393,1.0,0.25381628,0.0069523957,0.99886215,0.48275414,0.016290592,0.027676973
AM08_NC.bmp,0.5816089,0.14049181,0.22879933,0.3659439,0.13103682,0.0,0.13139164,0.00012828287,1.0,0.052804217,0.0696997,0.28736386,0.60195816,0.0,0.30117074,0.37057617,0.043100968,0.13270442,0.26042214,0.06217974
AM08_NO.bmp,0.5694147,0.19159086,0.24594195,0.33978125,0.088688746,0.0,0.11959448,0.0008539179,0.0,0.03013197,0.12875174,0.28650138,0.56557214,0.0,0.20088996,0.23676154,0.3690918,0.31188184,0.15132725,0.04438484
AM08_SC.bmp,0.5049148,0.18067138,0.3429665,0.36976296,0.114312515,0.0,0.14859468,0.00053829,1.0,0.064217925,0.07990978,0.46781114,0.59794915,0.0,0.19905062,0.3895073,0.009021111,0.13944454,0.086877875,0.03973204
AM08_SO.bmp,0.5358788,0.17453916,0.54655135,0.24728128,0.25837636,1.0,0.27062035,0.052187417,1.0,0.17447163,0.14523146,0.41084293,0.43737876,1.0,0.29622304,0.059950378,0.9910579,0.81048125,0.11807279,0.8661092
AM08_SUR.bmp,0.869478,0.67809695,0.1111973,0.53462934,0.104906455,0.0,0.10470681,0.00010811521,0.0,0.04027345,0.11893455,0.37038654,0.42836097,1.0,0.095693074,0.16442885,0.9874012,0.51713824,0.20998187,0.2835477
